"Date";"Days from today";"Caseload";"Administrator (coordination)";"Doctor (ETU)";"Doctor (coordination)";"Epidemiologist (contact tracing)";"Epidemiologist (coordination)";"Lab scientist (laboratories)";"Logistician (burials)";"Logistician (ETU)";"Logistician (coordination)";"Nurse (ETU)";"Public health specialist (Social mobilization)";"Public health specialist (coordination)";"Data management (coordination)";"Total personnel"
"2015-05-01";"168";"139966 (94343, 185589)";"154 (104, 204)";"315 (212, 418)";"77 (52, 102)";"175 (118, 232)";"231 (156, 306)";"469 (316, 622)";"231 (156, 306)";"623 (420, 826)";"231 (156, 306)";"1246 (840, 1652)";"357 (241, 473)";"154 (104, 204)";"196 (132, 260)";"4459 (3927, 4991)"
"2015-04-30";"167";"139580 (93237, 185923)";"154 (103, 205)";"314 (210, 418)";"77 (52, 102)";"174 (116, 232)";"230 (154, 306)";"468 (313, 623)";"230 (154, 306)";"621 (415, 827)";"230 (154, 306)";"1242 (830, 1654)";"356 (238, 474)";"154 (103, 205)";"195 (130, 260)";"4445 (3904, 4986)"
"2015-04-29";"166";"139167 (92098, 186236)";"153 (101, 205)";"313 (207, 419)";"77 (51, 103)";"174 (115, 233)";"230 (152, 308)";"466 (308, 624)";"230 (152, 308)";"619 (410, 828)";"230 (152, 308)";"1239 (820, 1658)";"355 (235, 475)";"153 (101, 205)";"195 (129, 261)";"4434 (3885, 4983)"
"2015-04-28";"165";"138726 (90925, 186527)";"153 (100, 206)";"312 (204, 420)";"76 (50, 102)";"173 (113, 233)";"229 (150, 308)";"465 (305, 625)";"229 (150, 308)";"617 (404, 830)";"229 (150, 308)";"1235 (810, 1660)";"354 (232, 476)";"153 (100, 206)";"194 (127, 261)";"4419 (3861, 4977)"
"2015-04-27";"164";"138258 (89721, 186795)";"152 ( 99, 205)";"311 (202, 420)";"76 (49, 103)";"173 (112, 234)";"228 (148, 308)";"463 (300, 626)";"228 (148, 308)";"615 (399, 831)";"228 (148, 308)";"1230 (798, 1662)";"353 (229, 477)";"152 ( 99, 205)";"194 (126, 262)";"4403 (3837, 4969)"
"2015-04-26";"163";"137763 (88488, 187038)";"152 ( 98, 206)";"310 (199, 421)";"76 (49, 103)";"172 (110, 234)";"227 (146, 308)";"462 (297, 627)";"227 (146, 308)";"613 (394, 832)";"227 (146, 308)";"1226 (787, 1665)";"351 (225, 477)";"152 ( 98, 206)";"193 (124, 262)";"4388 (3813, 4963)"
"2015-04-25";"162";"137241 (87228, 187254)";"151 ( 96, 206)";"309 (196, 422)";"75 (47, 103)";"172 (109, 235)";"226 (143, 309)";"460 (292, 628)";"226 (143, 309)";"611 (388, 834)";"226 (143, 309)";"1221 (776, 1666)";"350 (222, 478)";"151 ( 96, 206)";"192 (122, 262)";"4370 (3786, 4954)"
"2015-04-24";"161";"136692 (85942, 187442)";"150 ( 94, 206)";"308 (194, 422)";"75 (47, 103)";"171 (108, 234)";"226 (142, 310)";"458 (288, 628)";"226 (142, 310)";"608 (382, 834)";"226 (142, 310)";"1217 (765, 1669)";"349 (220, 478)";"150 ( 94, 206)";"191 (120, 262)";"4355 (3763, 4947)"
"2015-04-23";"160";"136118 (84634, 187602)";"150 ( 93, 207)";"306 (190, 422)";"75 (47, 103)";"170 (106, 234)";"225 (140, 310)";"456 (284, 628)";"225 (140, 310)";"606 (377, 835)";"225 (140, 310)";"1211 (753, 1669)";"347 (216, 478)";"150 ( 93, 207)";"191 (119, 263)";"4337 (3736, 4938)"
"2015-04-22";"159";"135517 (83304, 187730)";"149 ( 92, 206)";"305 (188, 422)";"75 (46, 104)";"169 (104, 234)";"224 (138, 310)";"454 (279, 629)";"224 (138, 310)";"603 (371, 835)";"224 (138, 310)";"1206 (741, 1671)";"346 (213, 479)";"149 ( 92, 206)";"190 (117, 263)";"4318 (3709, 4927)"
