"Date";"Days from today";"ETU caseload";"Nurses and paramedics";"Hygienists and nurses aids";"Doctors";"Support staff";"Total"
"2015-05-01";"168";"74728 (50673, 98783)";"37364 (25336, 49392)";"37364 (25336, 49392)";"7473 (5067, 9879)";"74728 (50673, 98783)";"156929 (127370, 186488)"
"2015-04-30";"167";"74244 (49917, 98571)";"37122 (24959, 49285)";"37122 (24959, 49285)";"7424 (4991, 9857)";"74244 (49917, 98571)";"155912 (126019, 185805)"
"2015-04-29";"166";"73754 (49150, 98358)";"36877 (24575, 49179)";"36877 (24575, 49179)";"7375 (4915, 9835)";"73754 (49150, 98358)";"154883 (124649, 185117)"
"2015-04-28";"165";"73257 (48370, 98144)";"36628 (24185, 49071)";"36628 (24185, 49071)";"7326 (4837, 9815)";"73257 (48370, 98144)";"153839 (123257, 184421)"
"2015-04-27";"164";"72753 (47579, 97927)";"36376 (23789, 48963)";"36376 (23789, 48963)";"7275 (4758, 9792)";"72753 (47579, 97927)";"152780 (121846, 183714)"
"2015-04-26";"163";"72243 (46779, 97707)";"36122 (23390, 48854)";"36122 (23390, 48854)";"7224 (4678, 9770)";"72243 (46779, 97707)";"151711 (120420, 183002)"
"2015-04-25";"162";"71727 (45970, 97484)";"35864 (22986, 48742)";"35864 (22986, 48742)";"7173 (4597, 9749)";"71727 (45970, 97484)";"150628 (118977, 182279)"
"2015-04-24";"161";"71205 (45153, 97257)";"35602 (22576, 48628)";"35602 (22576, 48628)";"7120 (4515, 9725)";"71205 (45153, 97257)";"149529 (117516, 181542)"
"2015-04-23";"160";"70677 (44329, 97025)";"35338 (22164, 48512)";"35338 (22164, 48512)";"7068 (4433, 9703)";"70677 (44329, 97025)";"148421 (116045, 180797)"
"2015-04-22";"159";"70142 (43499, 96785)";"35071 (21749, 48393)";"35071 (21749, 48393)";"7014 (4350, 9678)";"70142 (43499, 96785)";"147298 (114558, 180038)"
"2015-04-21";"158";"69602 (42663, 96541)";"34801 (21332, 48270)";"34801 (21332, 48270)";"6960 (4266, 9654)";"69602 (42663, 96541)";"146164 (113061, 179267)"
"2015-04-20";"157";"69057 (41824, 96290)";"34528 (20912, 48144)";"34528 (20912, 48144)";"6906 (4183, 9629)";"69057 (41824, 96290)";"145019 (111555, 178483)"
"2015-04-19";"156";"68505 (40981, 96029)";"34252 (20490, 48014)";"34252 (20490, 48014)";"6850 (4098, 9602)";"68505 (40981, 96029)";"143859 (110037, 177681)"
"2015-04-18";"155";"67948 (40135, 95761)";"33974 (20068, 47880)";"33974 (20068, 47880)";"6795 (4014, 9576)";"67948 (40135, 95761)";"142691 (108514, 176868)"
"2015-04-17";"154";"67386 (39289, 95483)";"33693 (19644, 47742)";"33693 (19644, 47742)";"6739 (3929, 9549)";"67386 (39289, 95483)";"141511 (106984, 176038)"
"2015-04-16";"153";"66819 (38441, 95197)";"33410 (19221, 47599)";"33410 (19221, 47599)";"6682 (3844, 9520)";"66819 (38441, 95197)";"140321 (105450, 175192)"
"2015-04-15";"152";"66246 (37593, 94899)";"33123 (18797, 47449)";"33123 (18797, 47449)";"6625 (3760, 9490)";"66246 (37593, 94899)";"139117 (103908, 174326)"
"2015-04-14";"151";"65669 (36747, 94591)";"32834 (18373, 47295)";"32834 (18373, 47295)";"6567 (3675, 9459)";"65669 (36747, 94591)";"137904 (102365, 173443)"
"2015-04-13";"150";"65087 (35903, 94271)";"32544 (17952, 47136)";"32544 (17952, 47136)";"6509 (3591, 9427)";"65087 (35903, 94271)";"136684 (100822, 172546)"
"2015-04-12";"149";"64500 (35061, 93939)";"32250 (17531, 46969)";"32250 (17531, 46969)";"6450 (3506, 9394)";"64500 (35061, 93939)";"135450 ( 99275, 171625)"
"2015-04-11";"148";"63908 (34222, 93594)";"31954 (17111, 46797)";"31954 (17111, 46797)";"6391 (3422, 9360)";"63908 (34222, 93594)";"134207 ( 97728, 170686)"
"2015-04-10";"147";"63312 (33387, 93237)";"31656 (16694, 46618)";"31656 (16694, 46618)";"6331 (3339, 9323)";"63312 (33387, 93237)";"132955 ( 96183, 169727)"
"2015-04-09";"146";"62712 (32558, 92866)";"31356 (16279, 46433)";"31356 (16279, 46433)";"6271 (3256, 9286)";"62712 (32558, 92866)";"131695 ( 94641, 168749)"
"2015-04-08";"145";"62108 (31734, 92482)";"31054 (15867, 46241)";"31054 (15867, 46241)";"6211 (3174, 9248)";"62108 (31734, 92482)";"130427 ( 93103, 167751)"
"2015-04-07";"144";"61500 (30917, 92083)";"30750 (15458, 46042)";"30750 (15458, 46042)";"6150 (3092, 9208)";"61500 (30917, 92083)";"129150 ( 91569, 166731)"
"2015-04-06";"143";"60888 (30106, 91670)";"30444 (15053, 45835)";"30444 (15053, 45835)";"6089 (3011, 9167)";"60888 (30106, 91670)";"127865 ( 90040, 165690)"
"2015-04-05";"142";"60273 (29303, 91243)";"30136 (14651, 45621)";"30136 (14651, 45621)";"6027 (2930, 9124)";"60273 (29303, 91243)";"126572 ( 88516, 164628)"
"2015-04-04";"141";"59655 (28509, 90801)";"29827 (14254, 45400)";"29827 (14254, 45400)";"5966 (2851, 9081)";"59655 (28509, 90801)";"125275 ( 87003, 163547)"
"2015-04-03";"140";"59033 (27724, 90342)";"29517 (13862, 45172)";"29517 (13862, 45172)";"5903 (2772, 9034)";"59033 (27724, 90342)";"123970 ( 85496, 162444)"
"2015-04-02";"139";"58408 (26947, 89869)";"29204 (13473, 44935)";"29204 (13473, 44935)";"5841 (2695, 8987)";"58408 (26947, 89869)";"122657 ( 83997, 161317)"
"2015-04-01";"138";"57780 (26180, 89380)";"28890 (13090, 44690)";"28890 (13090, 44690)";"5778 (2618, 8938)";"57780 (26180, 89380)";"121338 ( 82507, 160169)"
"2015-03-31";"137";"57150 (25424, 88876)";"28575 (12712, 44438)";"28575 (12712, 44438)";"5715 (2542, 8888)";"57150 (25424, 88876)";"120015 ( 81030, 159000)"
"2015-03-30";"136";"56518 (24680, 88356)";"28259 (12340, 44178)";"28259 (12340, 44178)";"5652 (2468, 8836)";"56518 (24680, 88356)";"118688 ( 79565, 157811)"
"2015-03-29";"135";"55883 (23946, 87820)";"27942 (11974, 43910)";"27942 (11974, 43910)";"5588 (2394, 8782)";"55883 (23946, 87820)";"117355 ( 78111, 156599)"
"2015-03-28";"134";"55246 (23225, 87267)";"27623 (11612, 43634)";"27623 (11612, 43634)";"5525 (2323, 8727)";"55246 (23225, 87267)";"116017 ( 76668, 155366)"
"2015-03-27";"133";"54607 (22515, 86699)";"27304 (11258, 43350)";"27304 (11258, 43350)";"5461 (2252, 8670)";"54607 (22515, 86699)";"114676 ( 75241, 154111)"
"2015-03-26";"132";"53967 (21818, 86116)";"26983 (10909, 43057)";"26983 (10909, 43057)";"5397 (2182, 8612)";"53967 (21818, 86116)";"113330 ( 73825, 152835)"
"2015-03-25";"131";"53325 (21134, 85516)";"26662 (10567, 42757)";"26662 (10567, 42757)";"5332 (2113, 8551)";"53325 (21134, 85516)";"111981 ( 72425, 151537)"
"2015-03-24";"130";"52682 (20464, 84900)";"26341 (10232, 42450)";"26341 (10232, 42450)";"5268 (2046, 8490)";"52682 (20464, 84900)";"110632 ( 71042, 150222)"
"2015-03-23";"129";"52038 (19807, 84269)";"26019 ( 9904, 42134)";"26019 ( 9904, 42134)";"5204 (1981, 8427)";"52038 (19807, 84269)";"109280 ( 69674, 148886)"
"2015-03-22";"128";"51394 (19165, 83623)";"25697 ( 9583, 41811)";"25697 ( 9583, 41811)";"5139 (1916, 8362)";"51394 (19165, 83623)";"107927 ( 68323, 147531)"
"2015-03-21";"127";"50749 (18537, 82961)";"25374 ( 9268, 41480)";"25374 ( 9268, 41480)";"5075 (1854, 8296)";"50749 (18537, 82961)";"106572 ( 66989, 146155)"
"2015-03-20";"126";"50103 (17922, 82284)";"25052 ( 8962, 41142)";"25052 ( 8962, 41142)";"5010 (1792, 8228)";"50103 (17922, 82284)";"105217 ( 65673, 144761)"
"2015-03-19";"125";"49457 (17323, 81591)";"24728 ( 8661, 40795)";"24728 ( 8661, 40795)";"4946 (1733, 8159)";"49457 (17323, 81591)";"103859 ( 64371, 143347)"
"2015-03-18";"124";"48812 (16739, 80885)";"24406 ( 8369, 40443)";"24406 ( 8369, 40443)";"4881 (1674, 8088)";"48812 (16739, 80885)";"102505 ( 63093, 141917)"
"2015-03-17";"123";"48166 (16168, 80164)";"24083 ( 8084, 40082)";"24083 ( 8084, 40082)";"4817 (1617, 8017)";"48166 (16168, 80164)";"101149 ( 61830, 140468)"
"2015-03-16";"122";"47522 (15615, 79429)";"23761 ( 7807, 39715)";"23761 ( 7807, 39715)";"4752 (1561, 7943)";"47522 (15615, 79429)";" 99796 ( 60588, 139004)"
"2015-03-15";"121";"46878 (15076, 78680)";"23439 ( 7538, 39340)";"23439 ( 7538, 39340)";"4688 (1508, 7868)";"46878 (15076, 78680)";" 98444 ( 59365, 137523)"
"2015-03-14";"120";"46235 (14552, 77918)";"23118 ( 7277, 38959)";"23118 ( 7277, 38959)";"4624 (1456, 7792)";"46235 (14552, 77918)";" 97095 ( 58163, 136027)"
"2015-03-13";"119";"45593 (14044, 77142)";"22796 ( 7022, 38570)";"22796 ( 7022, 38570)";"4559 (1404, 7714)";"45593 (14044, 77142)";" 95744 ( 56976, 134512)"
"2015-03-12";"118";"44953 (13552, 76354)";"22476 ( 6776, 38176)";"22476 ( 6776, 38176)";"4495 (1355, 7635)";"44953 (13552, 76354)";" 94400 ( 55814, 132986)"
"2015-03-11";"117";"44314 (13075, 75553)";"22157 ( 6538, 37776)";"22157 ( 6538, 37776)";"4431 (1307, 7555)";"44314 (13075, 75553)";" 93059 ( 54672, 131446)"
"2015-03-10";"116";"43677 (12614, 74740)";"21838 ( 6306, 37370)";"21838 ( 6306, 37370)";"4368 (1262, 7474)";"43677 (12614, 74740)";" 91721 ( 53550, 129892)"
"2015-03-09";"115";"43042 (12168, 73916)";"21521 ( 6084, 36958)";"21521 ( 6084, 36958)";"4304 (1217, 7391)";"43042 (12168, 73916)";" 90388 ( 52449, 128327)"
"2015-03-08";"114";"42409 (11738, 73080)";"21204 ( 5868, 36540)";"21204 ( 5868, 36540)";"4241 (1174, 7308)";"42409 (11738, 73080)";" 89058 ( 51368, 126748)"
"2015-03-07";"113";"41779 (11323, 72235)";"20890 ( 5662, 36118)";"20890 ( 5662, 36118)";"4178 (1132, 7224)";"41779 (11323, 72235)";" 87737 ( 50312, 125162)"
"2015-03-06";"112";"41152 (10924, 71380)";"20576 ( 5462, 35690)";"20576 ( 5462, 35690)";"4115 (1092, 7138)";"41152 (10924, 71380)";" 86419 ( 49275, 123563)"
"2015-03-05";"111";"40527 (10540, 70514)";"20264 ( 5271, 35257)";"20264 ( 5271, 35257)";"4053 (1054, 7052)";"40527 (10540, 70514)";" 85108 ( 48260, 121956)"
"2015-03-04";"110";"39905 (10171, 69639)";"19952 ( 5085, 34819)";"19952 ( 5085, 34819)";"3990 (1017, 6963)";"39905 (10171, 69639)";" 83799 ( 47262, 120336)"
"2015-03-03";"109";"39287 ( 9818, 68756)";"19644 ( 4910, 34378)";"19644 ( 4910, 34378)";"3929 ( 982, 6876)";"39287 ( 9818, 68756)";" 82504 ( 46292, 118716)"
"2015-03-02";"108";"38672 ( 9480, 67864)";"19336 ( 4740, 33932)";"19336 ( 4740, 33932)";"3867 ( 948, 6786)";"38672 ( 9480, 67864)";" 81211 ( 45339, 117083)"
"2015-03-01";"107";"38061 ( 9156, 66966)";"19030 ( 4577, 33483)";"19030 ( 4577, 33483)";"3806 ( 915, 6697)";"38061 ( 9156, 66966)";" 79927 ( 44408, 115446)"
"2015-02-28";"106";"37454 ( 8847, 66061)";"18727 ( 4424, 33030)";"18727 ( 4424, 33030)";"3745 ( 884, 6606)";"37454 ( 8847, 66061)";" 78653 ( 43500, 113806)"
"2015-02-27";"105";"36850 ( 8552, 65148)";"18425 ( 4276, 32574)";"18425 ( 4276, 32574)";"3685 ( 855, 6515)";"36850 ( 8552, 65148)";" 77385 ( 42612, 112158)"
"2015-02-26";"104";"36251 ( 8271, 64231)";"18126 ( 4136, 32116)";"18126 ( 4136, 32116)";"3625 ( 827, 6423)";"36251 ( 8271, 64231)";" 76128 ( 41746, 110510)"
"2015-02-25";"103";"35656 ( 8004, 63308)";"17828 ( 4002, 31654)";"17828 ( 4002, 31654)";"3566 ( 801, 6331)";"35656 ( 8004, 63308)";" 74878 ( 40899, 108857)"
"2015-02-24";"102";"35066 ( 7751, 62381)";"17533 ( 3876, 31190)";"17533 ( 3876, 31190)";"3507 ( 776, 6238)";"35066 ( 7751, 62381)";" 73639 ( 40074, 107204)"
"2015-02-23";"101";"34480 ( 7511, 61449)";"17240 ( 3756, 30724)";"17240 ( 3756, 30724)";"3448 ( 751, 6145)";"34480 ( 7511, 61449)";" 72408 ( 39268, 105548)"
"2015-02-22";"100";"33900 ( 7285, 60515)";"16950 ( 3643, 30257)";"16950 ( 3643, 30257)";"3390 ( 729, 6051)";"33900 ( 7285, 60515)";" 71190 ( 38485, 103895)"
"2015-02-21";"99";"33324 ( 7071, 59577)";"16662 ( 3536, 29788)";"16662 ( 3536, 29788)";"3332 ( 707, 5957)";"33324 ( 7071, 59577)";" 69980 ( 37720, 102240)"
"2015-02-20";"98";"32753 ( 6869, 58637)";"16376 ( 3434, 29318)";"16376 ( 3434, 29318)";"3275 ( 687, 5863)";"32753 ( 6869, 58637)";" 68780 ( 36974, 100586)"
"2015-02-19";"97";"32188 ( 6680, 57696)";"16094 ( 3340, 28848)";"16094 ( 3340, 28848)";"3219 ( 668, 5770)";"32188 ( 6680, 57696)";" 67595 ( 36250,  98940)"
"2015-02-18";"96";"31628 ( 6502, 56754)";"15814 ( 3251, 28377)";"15814 ( 3251, 28377)";"3163 ( 650, 5676)";"31628 ( 6502, 56754)";" 66419 ( 35544,  97294)"
"2015-02-17";"95";"31073 ( 6336, 55810)";"15536 ( 3167, 27905)";"15536 ( 3167, 27905)";"3107 ( 633, 5581)";"31073 ( 6336, 55810)";" 65252 ( 34854,  95650)"
"2015-02-16";"94";"30525 ( 6181, 54869)";"15262 ( 3090, 27434)";"15262 ( 3090, 27434)";"3052 ( 618, 5486)";"30525 ( 6181, 54869)";" 64101 ( 34187,  94015)"
"2015-02-15";"93";"29981 ( 6035, 53927)";"14990 ( 3017, 26963)";"14990 ( 3017, 26963)";"2998 ( 603, 5393)";"29981 ( 6035, 53927)";" 62959 ( 33534,  92384)"
"2015-02-14";"92";"29444 ( 5901, 52987)";"14722 ( 2951, 26493)";"14722 ( 2951, 26493)";"2944 ( 590, 5298)";"29444 ( 5901, 52987)";" 61832 ( 32902,  90762)"
"2015-02-13";"91";"28913 ( 5777, 52049)";"14456 ( 2888, 26024)";"14456 ( 2888, 26024)";"2891 ( 577, 5205)";"28913 ( 5777, 52049)";" 60716 ( 32286,  89146)"
"2015-02-12";"90";"28388 ( 5662, 51114)";"14194 ( 2831, 25557)";"14194 ( 2831, 25557)";"2839 ( 566, 5112)";"28388 ( 5662, 51114)";" 59615 ( 31689,  87541)"
"2015-02-11";"89";"27869 ( 5556, 50182)";"13934 ( 2777, 25091)";"13934 ( 2777, 25091)";"2787 ( 556, 5018)";"27869 ( 5556, 50182)";" 58524 ( 31105,  85943)"
"2015-02-10";"88";"27356 ( 5458, 49254)";"13678 ( 2729, 24627)";"13678 ( 2729, 24627)";"2736 ( 546, 4926)";"27356 ( 5458, 49254)";" 57448 ( 30539,  84357)"
"2015-02-09";"87";"26849 ( 5368, 48330)";"13424 ( 2684, 24164)";"13424 ( 2684, 24164)";"2685 ( 537, 4833)";"26849 ( 5368, 48330)";" 56382 ( 29986,  82778)"
"2015-02-08";"86";"26349 ( 5287, 47411)";"13174 ( 2643, 23705)";"13174 ( 2643, 23705)";"2635 ( 529, 4741)";"26349 ( 5287, 47411)";" 55332 ( 29451,  81213)"
"2015-02-07";"85";"25855 ( 5213, 46497)";"12928 ( 2607, 23249)";"12928 ( 2607, 23249)";"2586 ( 522, 4650)";"25855 ( 5213, 46497)";" 54297 ( 28931,  79663)"
"2015-02-06";"84";"25368 ( 5146, 45590)";"12684 ( 2573, 22795)";"12684 ( 2573, 22795)";"2537 ( 515, 4559)";"25368 ( 5146, 45590)";" 53273 ( 28424,  78122)"
"2015-02-05";"83";"24887 ( 5085, 44689)";"12444 ( 2543, 22345)";"12444 ( 2543, 22345)";"2489 ( 509, 4469)";"24887 ( 5085, 44689)";" 52264 ( 27931,  76597)"
"2015-02-04";"82";"24413 ( 5031, 43795)";"12206 ( 2515, 21897)";"12206 ( 2515, 21897)";"2441 ( 503, 4379)";"24413 ( 5031, 43795)";" 51266 ( 27449,  75083)"
"2015-02-03";"81";"23945 ( 4982, 42908)";"11972 ( 2491, 21453)";"11972 ( 2491, 21453)";"2394 ( 498, 4290)";"23945 ( 4982, 42908)";" 50283 ( 26981,  73585)"
"2015-02-02";"80";"23484 ( 4939, 42029)";"11742 ( 2470, 21014)";"11742 ( 2470, 21014)";"2348 ( 494, 4202)";"23484 ( 4939, 42029)";" 49316 ( 26528,  72104)"
"2015-02-01";"79";"23030 ( 4902, 41158)";"11515 ( 2451, 20579)";"11515 ( 2451, 20579)";"2303 ( 490, 4116)";"23030 ( 4902, 41158)";" 48363 ( 26087,  70639)"
"2015-01-31";"78";"22582 ( 4868, 40296)";"11291 ( 2434, 20148)";"11291 ( 2434, 20148)";"2258 ( 487, 4029)";"22582 ( 4868, 40296)";" 47422 ( 25655,  69189)"
"2015-01-30";"77";"22141 ( 4839, 39443)";"11070 ( 2419, 19721)";"11070 ( 2419, 19721)";"2214 ( 484, 3944)";"22141 ( 4839, 39443)";" 46495 ( 25234,  67756)"
"2015-01-29";"76";"21707 ( 4814, 38600)";"10854 ( 2407, 19301)";"10854 ( 2407, 19301)";"2171 ( 482, 3860)";"21707 ( 4814, 38600)";" 45586 ( 24827,  66345)"
"2015-01-28";"75";"21280 ( 4793, 37767)";"10640 ( 2396, 18884)";"10640 ( 2396, 18884)";"2128 ( 479, 3777)";"21280 ( 4793, 37767)";" 44688 ( 24428,  64948)"
"2015-01-27";"74";"20859 ( 4774, 36944)";"10430 ( 2388, 18472)";"10430 ( 2388, 18472)";"2086 ( 478, 3694)";"20859 ( 4774, 36944)";" 43805 ( 24040,  63570)"
"2015-01-26";"73";"20445 ( 4759, 36131)";"10222 ( 2379, 18065)";"10222 ( 2379, 18065)";"2044 ( 475, 3613)";"20445 ( 4759, 36131)";" 42933 ( 23658,  62208)"
"2015-01-25";"72";"20037 ( 4745, 35329)";"10018 ( 2372, 17664)";"10018 ( 2372, 17664)";"2004 ( 475, 3533)";"20037 ( 4745, 35329)";" 42077 ( 23286,  60868)"
"2015-01-24";"71";"19636 ( 4735, 34537)";" 9818 ( 2367, 17269)";" 9818 ( 2367, 17269)";"1964 ( 474, 3454)";"19636 ( 4735, 34537)";" 41236 ( 22925,  59547)"
"2015-01-23";"70";"19242 ( 4726, 33758)";" 9621 ( 2363, 16879)";" 9621 ( 2363, 16879)";"1924 ( 472, 3376)";"19242 ( 4726, 33758)";" 40408 ( 22571,  58245)"
"2015-01-22";"69";"18854 ( 4719, 32989)";" 9427 ( 2359, 16495)";" 9427 ( 2359, 16495)";"1885 ( 471, 3299)";"18854 ( 4719, 32989)";" 39593 ( 22224,  56962)"
"2015-01-21";"68";"18473 ( 4714, 32232)";" 9236 ( 2356, 16116)";" 9236 ( 2356, 16116)";"1847 ( 471, 3223)";"18473 ( 4714, 32232)";" 38792 ( 21884,  55700)"
"2015-01-20";"67";"18099 ( 4710, 31488)";" 9050 ( 2355, 15745)";" 9050 ( 2355, 15745)";"1810 ( 471, 3149)";"18099 ( 4710, 31488)";" 38009 ( 21556,  54462)"
"2015-01-19";"66";"17731 ( 4707, 30755)";" 8866 ( 2354, 15378)";" 8866 ( 2354, 15378)";"1773 ( 471, 3075)";"17731 ( 4707, 30755)";" 37236 ( 21231,  53241)"
"2015-01-18";"65";"17369 ( 4704, 30034)";" 8684 ( 2351, 15017)";" 8684 ( 2351, 15017)";"1737 ( 470, 3004)";"17369 ( 4704, 30034)";" 36474 ( 20910,  52038)"
"2015-01-17";"64";"17014 ( 4702, 29326)";" 8507 ( 2351, 14663)";" 8507 ( 2351, 14663)";"1701 ( 470, 2932)";"17014 ( 4702, 29326)";" 35729 ( 20599,  50859)"
