"Date";"Days from today";"ETU caseload";"Nurses and paramedics";"Hygienists and nurses aids";"Doctors";"Support staff";"Total"
"2015-04-29";"168";"60889 (  829, 120949)";"30444 (  414, 60474)";"30444 (  414, 60474)";"6089 (  83, 12095)";"60889 (  829, 120949)";"127866 (54063, 201669)"
"2015-04-28";"167";"60425 (  331, 120519)";"30212 (  165, 60259)";"30212 (  165, 60259)";"6042 (  33, 12051)";"60425 (  331, 120519)";"126891 (53046, 200736)"
"2015-04-27";"166";"59947 ( -156, 120050)";"29974 (  -77, 60025)";"29974 (  -77, 60025)";"5995 ( -15, 12005)";"59947 ( -156, 120050)";"125890 (52034, 199746)"
"2015-04-26";"165";"59456 ( -630, 119542)";"29728 ( -315, 59771)";"29728 ( -315, 59771)";"5946 ( -63, 11955)";"59456 ( -630, 119542)";"124858 (51023, 198693)"
"2015-04-25";"164";"58953 (-1091, 118997)";"29476 ( -546, 59498)";"29476 ( -546, 59498)";"5895 (-109, 11899)";"58953 (-1091, 118997)";"123800 (50016, 197584)"
"2015-04-24";"163";"58437 (-1539, 118413)";"29218 ( -770, 59206)";"29218 ( -770, 59206)";"5844 (-154, 11842)";"58437 (-1539, 118413)";"122717 (49017, 196417)"
"2015-04-23";"162";"57910 (-1973, 117793)";"28955 ( -987, 58897)";"28955 ( -987, 58897)";"5791 (-197, 11779)";"57910 (-1973, 117793)";"121611 (48026, 195196)"
"2015-04-22";"161";"57371 (-2393, 117135)";"28686 (-1196, 58568)";"28686 (-1196, 58568)";"5737 (-239, 11713)";"57371 (-2393, 117135)";"120480 (47041, 193919)"
"2015-04-21";"160";"56821 (-2798, 116440)";"28410 (-1399, 58219)";"28410 (-1399, 58219)";"5682 (-280, 11644)";"56821 (-2798, 116440)";"119323 (46062, 192584)"
"2015-04-20";"159";"56260 (-3188, 115708)";"28130 (-1594, 57854)";"28130 (-1594, 57854)";"5626 (-319, 11571)";"56260 (-3188, 115708)";"118146 (45095, 191197)"
"2015-04-19";"158";"55690 (-3562, 114942)";"27845 (-1781, 57471)";"27845 (-1781, 57471)";"5569 (-356, 11494)";"55690 (-3562, 114942)";"116949 (44139, 189759)"
"2015-04-18";"157";"55109 (-3922, 114140)";"27554 (-1961, 57069)";"27554 (-1961, 57069)";"5511 (-392, 11414)";"55109 (-3922, 114140)";"115728 (43190, 188266)"
"2015-04-17";"156";"54520 (-4264, 113304)";"27260 (-2132, 56652)";"27260 (-2132, 56652)";"5452 (-426, 11330)";"54520 (-4264, 113304)";"114492 (42257, 186727)"
"2015-04-16";"155";"53921 (-4592, 112434)";"26960 (-2296, 56216)";"26960 (-2296, 56216)";"5392 (-459, 11243)";"53921 (-4592, 112434)";"113233 (41331, 185135)"
"2015-04-15";"154";"53315 (-4902, 111532)";"26658 (-2450, 55766)";"26658 (-2450, 55766)";"5332 (-490, 11154)";"53315 (-4902, 111532)";"111963 (40425, 183501)"
"2015-04-14";"153";"52700 (-5197, 110597)";"26350 (-2598, 55298)";"26350 (-2598, 55298)";"5270 (-520, 11060)";"52700 (-5197, 110597)";"110670 (39525, 181815)"
"2015-04-13";"152";"52078 (-5475, 109631)";"26039 (-2737, 54815)";"26039 (-2737, 54815)";"5208 (-547, 10963)";"52078 (-5475, 109631)";"109364 (38642, 180086)"
"2015-04-12";"151";"51450 (-5735, 108635)";"25725 (-2868, 54318)";"25725 (-2868, 54318)";"5145 (-574, 10864)";"51450 (-5735, 108635)";"108045 (37775, 178315)"
"2015-04-11";"150";"50815 (-5980, 107610)";"25408 (-2989, 53805)";"25408 (-2989, 53805)";"5082 (-597, 10761)";"50815 (-5980, 107610)";"106713 (36923, 176503)"
"2015-04-10";"149";"50174 (-6208, 106556)";"25087 (-3104, 53278)";"25087 (-3104, 53278)";"5017 (-621, 10655)";"50174 (-6208, 106556)";"105365 (36082, 174648)"
"2015-04-09";"148";"49528 (-6419, 105475)";"24764 (-3209, 52737)";"24764 (-3209, 52737)";"4953 (-642, 10548)";"49528 (-6419, 105475)";"104009 (35260, 172758)"
"2015-04-08";"147";"48877 (-6614, 104368)";"24438 (-3307, 52183)";"24438 (-3307, 52183)";"4888 (-661, 10437)";"48877 (-6614, 104368)";"102641 (34453, 170829)"
"2015-04-07";"146";"48221 (-6793, 103235)";"24110 (-3397, 51617)";"24110 (-3397, 51617)";"4822 (-679, 10323)";"48221 (-6793, 103235)";"101263 (33661, 168865)"
"2015-04-06";"145";"47562 (-6955, 102079)";"23781 (-3477, 51039)";"23781 (-3477, 51039)";"4756 (-696, 10208)";"47562 (-6955, 102079)";" 99880 (32889, 166871)"
"2015-04-05";"144";"46900 (-7100, 100900)";"23450 (-3550, 50450)";"23450 (-3550, 50450)";"4690 (-710, 10090)";"46900 (-7100, 100900)";" 98490 (32133, 164847)"
"2015-04-04";"143";"46234 (-7231,  99699)";"23117 (-3616, 49850)";"23117 (-3616, 49850)";"4623 (-724,  9970)";"46234 (-7231,  99699)";" 97091 (31392, 162790)"
"2015-04-03";"142";"45566 (-7346,  98478)";"22783 (-3673, 49239)";"22783 (-3673, 49239)";"4557 (-734,  9848)";"45566 (-7346,  98478)";" 95689 (30669, 160709)"
"2015-04-02";"141";"44897 (-7445,  97239)";"22448 (-3723, 48619)";"22448 (-3723, 48619)";"4490 (-744,  9724)";"44897 (-7445,  97239)";" 94283 (29964, 158602)"
"2015-04-01";"140";"44226 (-7529,  95981)";"22113 (-3764, 47990)";"22113 (-3764, 47990)";"4423 (-752,  9598)";"44226 (-7529,  95981)";" 92875 (29277, 156473)"
"2015-03-31";"139";"43554 (-7598,  94706)";"21777 (-3799, 47353)";"21777 (-3799, 47353)";"4355 (-760,  9470)";"43554 (-7598,  94706)";" 91463 (28606, 154320)"
