"Date";"Days from today";"ETU caseload";"Nurses and paramedics";"Hygienists and nurses aids";"Doctors";"Support staff";"Total"
"2015-04-29";"168";"10620 (-19896, 41136)";"5310 (-9948, 20568)";"5310 (-9948, 20568)";"1062 (-1990, 4114)";"10620 (-19896, 41136)";"22302 (-15197, 59801)"
"2015-04-28";"167";"10410 (-19469, 40289)";"5205 (-9735, 20145)";"5205 (-9735, 20145)";"1041 (-1947, 4029)";"10410 (-19469, 40289)";"21861 (-14855, 58577)"
"2015-04-27";"166";"10203 (-19047, 39453)";"5102 (-9523, 19727)";"5102 (-9523, 19727)";"1020 (-1905, 3945)";"10203 (-19047, 39453)";"21427 (-14516, 57370)"
"2015-04-26";"165";"10000 (-18628, 38628)";"5000 (-9314, 19314)";"5000 (-9314, 19314)";"1000 (-1863, 3863)";"10000 (-18628, 38628)";"21000 (-14179, 56179)"
"2015-04-25";"164";" 9800 (-18214, 37814)";"4900 (-9107, 18907)";"4900 (-9107, 18907)";" 980 (-1821, 3781)";" 9800 (-18214, 37814)";"20580 (-13845, 55005)"
"2015-04-24";"163";" 9604 (-17804, 37012)";"4802 (-8902, 18506)";"4802 (-8902, 18506)";" 960 (-1781, 3701)";" 9604 (-17804, 37012)";"20168 (-13512, 53848)"
"2015-04-23";"162";" 9411 (-17399, 36221)";"4706 (-8699, 18111)";"4706 (-8699, 18111)";" 941 (-1740, 3622)";" 9411 (-17399, 36221)";"19764 (-13181, 52709)"
"2015-04-22";"161";" 9221 (-16999, 35441)";"4610 (-8500, 17720)";"4610 (-8500, 17720)";" 922 (-1700, 3544)";" 9221 (-16999, 35441)";"19363 (-12857, 51583)"
"2015-04-21";"160";" 9035 (-16603, 34673)";"4518 (-8301, 17337)";"4518 (-8301, 17337)";" 904 (-1660, 3468)";" 9035 (-16603, 34673)";"18975 (-12530, 50480)"
"2015-04-20";"159";" 8851 (-16214, 33916)";"4426 (-8106, 16958)";"4426 (-8106, 16958)";" 885 (-1621, 3391)";" 8851 (-16214, 33916)";"18588 (-12212, 49388)"
"2015-04-19";"158";" 8672 (-15827, 33171)";"4336 (-7914, 16586)";"4336 (-7914, 16586)";" 867 (-1583, 3317)";" 8672 (-15827, 33171)";"18211 (-11894, 48316)"
"2015-04-18";"157";" 8495 (-15447, 32437)";"4248 (-7723, 16219)";"4248 (-7723, 16219)";" 850 (-1544, 3244)";" 8495 (-15447, 32437)";"17841 (-11580, 47262)"
"2015-04-17";"156";" 8322 (-15071, 31715)";"4161 (-7536, 15858)";"4161 (-7536, 15858)";" 832 (-1507, 3171)";" 8322 (-15071, 31715)";"17476 (-11270, 46222)"
"2015-04-16";"155";" 8152 (-14701, 31005)";"4076 (-7350, 15502)";"4076 (-7350, 15502)";" 815 (-1470, 3100)";" 8152 (-14701, 31005)";"17119 (-10963, 45201)"
"2015-04-15";"154";" 7985 (-14336, 30306)";"3992 (-7168, 15152)";"3992 (-7168, 15152)";" 798 (-1434, 3030)";" 7985 (-14336, 30306)";"16767 (-10661, 44195)"
"2015-04-14";"153";" 7821 (-13976, 29618)";"3910 (-6988, 14808)";"3910 (-6988, 14808)";" 782 (-1398, 2962)";" 7821 (-13976, 29618)";"16423 (-10361, 43207)"
"2015-04-13";"152";" 7660 (-13622, 28942)";"3830 (-6811, 14471)";"3830 (-6811, 14471)";" 766 (-1362, 2894)";" 7660 (-13622, 28942)";"16086 (-10065, 42237)"
"2015-04-12";"151";" 7502 (-13273, 28277)";"3751 (-6636, 14138)";"3751 (-6636, 14138)";" 750 (-1327, 2827)";" 7502 (-13273, 28277)";"15754 ( -9774, 41282)"
"2015-04-11";"150";" 7347 (-12929, 27623)";"3674 (-6464, 13812)";"3674 (-6464, 13812)";" 735 (-1293, 2763)";" 7347 (-12929, 27623)";"15430 ( -9486, 40346)"
"2015-04-10";"149";" 7195 (-12591, 26981)";"3598 (-6295, 13491)";"3598 (-6295, 13491)";" 720 (-1259, 2699)";" 7195 (-12591, 26981)";"15111 ( -9203, 39425)"
"2015-04-09";"148";" 7046 (-12259, 26351)";"3523 (-6130, 13176)";"3523 (-6130, 13176)";" 705 (-1226, 2636)";" 7046 (-12259, 26351)";"14797 ( -8925, 38519)"
"2015-04-08";"147";" 6900 (-11932, 25732)";"3450 (-5966, 12866)";"3450 (-5966, 12866)";" 690 (-1193, 2573)";" 6900 (-11932, 25732)";"14490 ( -8651, 37631)"
"2015-04-07";"146";" 6757 (-11611, 25125)";"3378 (-5806, 12562)";"3378 (-5806, 12562)";" 676 (-1161, 2513)";" 6757 (-11611, 25125)";"14189 ( -8381, 36759)"
"2015-04-06";"145";" 6616 (-11295, 24527)";"3308 (-5648, 12264)";"3308 (-5648, 12264)";" 662 (-1129, 2453)";" 6616 (-11295, 24527)";"13894 ( -8116, 35904)"
"2015-04-05";"144";" 6478 (-10986, 23942)";"3239 (-5493, 11971)";"3239 (-5493, 11971)";" 648 (-1098, 2394)";" 6478 (-10986, 23942)";"13604 ( -7856, 35064)"
"2015-04-04";"143";" 6343 (-10682, 23368)";"3172 (-5340, 11684)";"3172 (-5340, 11684)";" 634 (-1068, 2336)";" 6343 (-10682, 23368)";"13321 ( -7599, 34241)"
"2015-04-03";"142";" 6211 (-10383, 22805)";"3106 (-5191, 11403)";"3106 (-5191, 11403)";" 621 (-1038, 2280)";" 6211 (-10383, 22805)";"13044 ( -7347, 33435)"
"2015-04-02";"141";" 6081 (-10090, 22252)";"3040 (-5046, 11126)";"3040 (-5046, 11126)";" 608 (-1009, 2225)";" 6081 (-10090, 22252)";"12769 ( -7102, 32640)"
"2015-04-01";"140";" 5954 ( -9803, 21711)";"2977 (-4901, 10855)";"2977 (-4901, 10855)";" 595 ( -981, 2171)";" 5954 ( -9803, 21711)";"12503 ( -6859, 31865)"
"2015-03-31";"139";" 5830 ( -9521, 21181)";"2915 (-4760, 10590)";"2915 (-4760, 10590)";" 583 ( -952, 2118)";" 5830 ( -9521, 21181)";"12243 ( -6620, 31106)"
"2015-03-30";"138";" 5708 ( -9245, 20661)";"2854 (-4622, 10330)";"2854 (-4622, 10330)";" 571 ( -924, 2066)";" 5708 ( -9245, 20661)";"11987 ( -6387, 30361)"
"2015-03-29";"137";" 5588 ( -8975, 20151)";"2794 (-4488, 10076)";"2794 (-4488, 10076)";" 559 ( -897, 2015)";" 5588 ( -8975, 20151)";"11735 ( -6160, 29630)"
"2015-03-28";"136";" 5471 ( -8711, 19653)";"2736 (-4355,  9827)";"2736 (-4355,  9827)";" 547 ( -871, 1965)";" 5471 ( -8711, 19653)";"11490 ( -5937, 28917)"
"2015-03-27";"135";" 5356 ( -8452, 19164)";"2678 (-4226,  9582)";"2678 (-4226,  9582)";" 536 ( -845, 1917)";" 5356 ( -8452, 19164)";"11248 ( -5719, 28215)"
"2015-03-26";"134";" 5244 ( -8198, 18686)";"2622 (-4099,  9343)";"2622 (-4099,  9343)";" 524 ( -820, 1868)";" 5244 ( -8198, 18686)";"11012 ( -5506, 27530)"
"2015-03-25";"133";" 5134 ( -7951, 18219)";"2567 (-3975,  9109)";"2567 (-3975,  9109)";" 513 ( -795, 1821)";" 5134 ( -7951, 18219)";"10781 ( -5298, 26860)"
"2015-03-24";"132";" 5026 ( -7709, 17761)";"2513 (-3854,  8880)";"2513 (-3854,  8880)";" 503 ( -770, 1776)";" 5026 ( -7709, 17761)";"10555 ( -5094, 26204)"
"2015-03-23";"131";" 4920 ( -7472, 17312)";"2460 (-3736,  8656)";"2460 (-3736,  8656)";" 492 ( -747, 1731)";" 4920 ( -7472, 17312)";"10332 ( -4896, 25560)"
"2015-03-22";"130";" 4817 ( -7241, 16875)";"2408 (-3621,  8437)";"2408 (-3621,  8437)";" 482 ( -724, 1688)";" 4817 ( -7241, 16875)";"10115 ( -4702, 24932)"
"2015-03-21";"129";" 4716 ( -7015, 16447)";"2358 (-3508,  8224)";"2358 (-3508,  8224)";" 472 ( -701, 1645)";" 4716 ( -7015, 16447)";" 9904 ( -4511, 24319)"
"2015-03-20";"128";" 4617 ( -6795, 16029)";"2308 (-3398,  8014)";"2308 (-3398,  8014)";" 462 ( -679, 1603)";" 4617 ( -6795, 16029)";" 9695 ( -4328, 23718)"
