"Date";"Days from today";"Caseload";"Administrator (coordination)";"Doctor (ETU)";"Doctor (coordination)";"Epidemiologist (contact tracing)";"Epidemiologist (coordination)";"Lab scientist (laboratories)";"Logistician (burials)";"Logistician (ETU)";"Logistician (coordination)";"Nurse (ETU)";"Public health specialist (Social mobilization)";"Public health specialist (coordination)";"Data management (coordination)";"Total personnel"
"2015-05-08";"168";"218190 (172112, 264268)";"240 (189, 291)";"491 (387, 595)";"120 (95, 145)";"273 (215, 331)";"360 (284, 436)";"731 (577, 885)";"360 (284, 436)";"971 (766, 1176)";"360 (284, 436)";"1942 (1532, 2352)";"556 (439, 673)";"240 (189, 291)";"305 (240, 370)";"6949 (6411, 7487)"
"2015-05-07";"167";"216970 (170457, 263483)";"239 (188, 290)";"488 (383, 593)";"119 (93, 145)";"271 (213, 329)";"358 (281, 435)";"727 (571, 883)";"358 (281, 435)";"966 (759, 1173)";"358 (281, 435)";"1931 (1517, 2345)";"553 (434, 672)";"239 (188, 290)";"304 (239, 369)";"6911 (6368, 7454)"
"2015-05-06";"166";"215730 (168761, 262699)";"237 (185, 289)";"485 (379, 591)";"119 (93, 145)";"270 (211, 329)";"356 (279, 433)";"723 (566, 880)";"356 (279, 433)";"960 (751, 1169)";"356 (279, 433)";"1920 (1502, 2338)";"550 (430, 670)";"237 (185, 289)";"302 (236, 368)";"6871 (6323, 7419)"
"2015-05-05";"165";"214471 (167025, 261917)";"236 (184, 288)";"483 (376, 590)";"118 (92, 144)";"268 (209, 327)";"354 (276, 432)";"718 (559, 877)";"354 (276, 432)";"954 (743, 1165)";"354 (276, 432)";"1909 (1487, 2331)";"547 (426, 668)";"236 (184, 288)";"300 (234, 366)";"6831 (6277, 7385)"
"2015-05-04";"164";"213192 (165250, 261134)";"235 (182, 288)";"480 (372, 588)";"117 (91, 143)";"266 (206, 326)";"352 (273, 431)";"714 (553, 875)";"352 (273, 431)";"949 (736, 1162)";"352 (273, 431)";"1897 (1470, 2324)";"544 (422, 666)";"235 (182, 288)";"298 (231, 365)";"6791 (6231, 7351)"
"2015-05-03";"163";"211893 (163437, 260349)";"233 (180, 286)";"477 (368, 586)";"117 (90, 144)";"265 (204, 326)";"350 (270, 430)";"710 (548, 872)";"350 (270, 430)";"943 (727, 1159)";"350 (270, 430)";"1886 (1455, 2317)";"540 (416, 664)";"233 (180, 286)";"297 (229, 365)";"6751 (6185, 7317)"
"2015-05-02";"162";"210576 (161589, 259563)";"232 (178, 286)";"474 (364, 584)";"116 (89, 143)";"263 (202, 324)";"347 (266, 428)";"705 (541, 869)";"347 (266, 428)";"937 (719, 1155)";"347 (266, 428)";"1874 (1438, 2310)";"537 (412, 662)";"232 (178, 286)";"295 (226, 364)";"6706 (6134, 7278)"
"2015-05-01";"161";"209239 (159706, 258772)";"230 (176, 284)";"471 (360, 582)";"115 (88, 142)";"262 (200, 324)";"345 (263, 427)";"701 (535, 867)";"345 (263, 427)";"931 (711, 1151)";"345 (263, 427)";"1862 (1421, 2303)";"534 (408, 660)";"230 (176, 284)";"293 (224, 362)";"6664 (6086, 7242)"
"2015-04-30";"160";"207884 (157792, 257976)";"229 (174, 284)";"468 (355, 581)";"114 (86, 142)";"260 (197, 323)";"343 (260, 426)";"696 (528, 864)";"343 (260, 426)";"925 (702, 1148)";"343 (260, 426)";"1850 (1404, 2296)";"530 (402, 658)";"229 (174, 284)";"291 (221, 361)";"6621 (6036, 7206)"
"2015-04-29";"159";"206510 (155847, 257173)";"227 (171, 283)";"465 (351, 579)";"114 (86, 142)";"258 (195, 321)";"341 (257, 425)";"692 (522, 862)";"341 (257, 425)";"919 (694, 1144)";"341 (257, 425)";"1838 (1387, 2289)";"527 (398, 656)";"227 (171, 283)";"289 (218, 360)";"6579 (5988, 7170)"
